run_id,planner,scenario,sample_index,elapsed_s,x,y,yaw_rad
20260429_021416_641,astar,open_world,7,0.855,2.1488,3.0387,0.65778
20260429_021416_641,astar,open_world,8,0.975,2.1658,3.0519,0.66024
20260429_021417_682,astar,open_world,0,0.007,2.1732,3.0576,0.66054
20260429_021417_682,astar,open_world,1,0.122,2.1899,3.0707,0.66126
20260429_021417_682,astar,open_world,2,0.26,2.2041,3.0817,0.66462
20260429_021417_682,astar,open_world,3,0.366,2.2206,3.0947,0.66784
20260429_021417_682,astar,open_world,4,0.481,2.2372,3.1078,0.67051
20260429_021417_682,astar,open_world,5,0.588,2.2514,3.1191,0.67307
20260429_021417_682,astar,open_world,6,0.727,2.2679,3.1323,0.67598
20260429_021417_682,astar,open_world,7,0.855,2.2842,3.1454,0.6796
20260429_021417_682,astar,open_world,8,0.96,2.2982,3.1567,0.6835
20260429_021418_722,astar,open_world,0,0.003,2.3075,3.1643,0.68518
20260429_021418_722,astar,open_world,1,0.117,2.3215,3.1758,0.68786
20260429_021418_722,astar,open_world,2,0.236,2.3377,3.1891,0.69089
20260429_021418_722,astar,open_world,3,0.353,2.3539,3.2025,0.69383
20260429_021418_722,astar,open_world,4,0.461,2.3677,3.2141,0.6963
20260429_021418_722,astar,open_world,5,0.597,2.3838,3.2276,0.69759
20260429_021418_722,astar,open_world,6,0.72,2.3999,3.2411,0.70139
20260429_021418_722,astar,open_world,7,0.863,2.4137,3.2528,0.7042
20260429_021418_722,astar,open_world,8,0.996,2.4297,3.2664,0.7072
20260429_021419_753,astar,open_world,0,0.036,2.4365,3.2722,0.70899
20260429_021419_753,astar,open_world,1,0.183,2.4524,3.2859,0.71255
20260429_021419_753,astar,open_world,2,0.312,2.4683,3.2997,0.71566
20260429_021419_753,astar,open_world,3,0.46,2.4819,3.3115,0.71751
20260429_021419_753,astar,open_world,4,0.583,2.4979,3.3255,0.72075
20260429_021419_753,astar,open_world,5,0.736,2.5204,3.3453,0.72491
20260429_021419_753,astar,open_world,6,0.848,2.5361,3.3593,0.72779
20260429_021419_753,astar,open_world,7,0.986,2.5496,3.3714,0.7307
20260429_021420_812,astar,open_world,0,0.002,2.5586,3.3795,0.73069
20260429_021420_812,astar,open_world,1,0.107,2.572,3.3915,0.7308
20260429_021420_812,astar,open_world,2,0.228,2.5877,3.4055,0.73082
20260429_021420_812,astar,open_world,3,0.339,2.6034,3.4196,0.73226
20260429_021420_812,astar,open_world,4,0.471,2.6167,3.4316,0.7327
20260429_021420_812,astar,open_world,5,0.619,2.6333,3.4465,0.73462
20260429_021420_812,astar,open_world,6,0.737,2.6508,3.4624,0.73669
20260429_021420_812,astar,open_world,7,0.902,2.6643,3.4746,0.73745
20260429_021421_852,astar,open_world,0,0.019,2.6798,3.4888,0.73884
20260429_021421_852,astar,open_world,1,0.137,2.6954,3.5029,0.74031
20260429_021421_852,astar,open_world,2,0.297,2.7177,3.5233,0.74246
20260429_021421_852,astar,open_world,3,0.444,2.7309,3.5355,0.74414
20260429_021421_852,astar,open_world,4,0.578,2.7464,3.5497,0.74554
20260429_021421_852,astar,open_world,5,0.714,2.7618,3.564,0.74721
20260429_021421_852,astar,open_world,6,0.832,2.775,3.5762,0.74862
20260429_021421_852,astar,open_world,7,0.941,2.7904,3.5906,0.75025
20260429_021422_892,astar,open_world,0,0.02,2.8058,3.6049,0.75172
20260429_021422_892,astar,open_world,1,0.127,2.8189,3.6172,0.75281
20260429_021422_892,astar,open_world,2,0.231,2.8342,3.6316,0.75403
20260429_021422_892,astar,open_world,3,0.339,2.8495,3.646,0.75519
20260429_021422_892,astar,open_world,4,0.44,2.8626,3.6583,0.75619
20260429_021422_892,astar,open_world,5,0.565,2.8779,3.6727,0.75738
20260429_021422_892,astar,open_world,6,0.676,2.8932,3.6872,0.75876
20260429_021422_892,astar,open_world,7,0.791,2.9062,3.6996,0.76014
20260429_021422_892,astar,open_world,8,0.92,2.9214,3.7141,0.7619
20260429_021423_932,astar,open_world,0,0.003,2.9366,3.7286,0.76313
20260429_021423_932,astar,open_world,1,0.126,2.9496,3.741,0.76396
20260429_021423_932,astar,open_world,2,0.246,2.9648,3.7556,0.76481
20260429_021423_932,astar,open_world,3,0.43,2.9864,3.7764,0.76711
20260429_021423_932,astar,open_world,4,0.573,3.0016,3.791,0.77004
20260429_021423_932,astar,open_world,5,0.711,3.0145,3.8036,0.77094
20260429_021423_932,astar,open_world,6,0.85,3.0296,3.8183,0.77284
20260429_021423_932,astar,open_world,7,0.97,3.0446,3.8329,0.77423
20260429_021424_965,astar,open_world,0,0.014,3.051,3.8392,0.7748
20260429_021424_965,astar,open_world,1,0.135,3.0661,3.854,0.77773
20260429_021424_965,astar,open_world,2,0.277,3.079,3.8667,0.7849
20260429_021424_965,astar,open_world,3,0.409,3.094,3.8818,0.79425
20260429_021424_965,astar,open_world,4,0.557,3.1086,3.8968,0.80349
20260429_021424_965,astar,open_world,5,0.68,3.1211,3.9099,0.81355
20260429_021424_965,astar,open_world,6,0.807,3.1355,3.9252,0.8225
20260429_021424_965,astar,open_world,7,0.917,3.1497,3.9407,0.83133
20260429_021426_012,astar,open_world,0,0.003,3.1619,3.9541,0.83887
20260429_021426_012,astar,open_world,1,0.182,3.1818,3.9765,0.85117
20260429_021426_012,astar,open_world,2,0.292,3.1956,3.9924,0.8548
20260429_021426_012,astar,open_world,3,0.401,3.2094,4.0082,0.85374
20260429_021426_012,astar,open_world,4,0.517,3.2213,4.0218,0.85273
20260429_021426_012,astar,open_world,5,0.625,3.2352,4.0377,0.85152
20260429_021426_012,astar,open_world,6,0.736,3.2491,4.0536,0.8505
20260429_021426_012,astar,open_world,7,0.868,3.2611,4.0673,0.84986
20260429_021426_012,astar,open_world,8,0.999,3.275,4.083,0.8485
20260429_021427_062,astar,open_world,0,0.02,3.2829,4.092,0.84754
20260429_021427_062,astar,open_world,1,0.162,3.2949,4.1055,0.847
20260429_021427_062,astar,open_world,2,0.296,3.3087,4.1213,0.85154
20260429_021427_062,astar,open_world,3,0.441,3.3206,4.1349,0.85535
20260429_021427_062,astar,open_world,4,0.553,3.3344,4.1508,0.85936
20260429_021427_062,astar,open_world,5,0.687,3.3481,4.1667,0.86334
20260429_021427_062,astar,open_world,6,0.833,3.3598,4.1804,0.86675
20260429_021427_062,astar,open_world,7,0.955,3.3735,4.1966,0.87072
20260429_021428_092,astar,open_world,0,0.003,3.3793,4.2036,0.87241
20260429_021428_092,astar,open_world,1,0.132,3.3928,4.2197,0.87929
20260429_021428_092,astar,open_world,2,0.249,3.4062,4.236,0.88434
20260429_021428_092,astar,open_world,3,0.379,3.4175,4.2499,0.88818
20260429_021428_092,astar,open_world,4,0.5,3.4308,4.2662,0.89259
20260429_021428_092,astar,open_world,5,0.625,3.4439,4.2826,0.89681
20260429_021428_092,astar,open_world,6,0.742,3.4551,4.2967,0.90155
20260429_021428_092,astar,open_world,7,0.872,3.4682,4.3132,0.90471
20260429_021428_092,astar,open_world,8,1.001,3.4812,4.3299,0.90853
20260429_021429_116,astar,open_world,0,0.04,3.4868,4.3371,0.91192
20260429_021429_116,astar,open_world,1,0.163,3.4997,4.3539,0.91778
20260429_021429_116,astar,open_world,2,0.28,3.5107,4.3683,0.92507
20260429_021429_116,astar,open_world,3,0.42,3.5233,4.385,0.9312
20260429_021429_116,astar,open_world,4,0.542,3.5358,4.402,0.94047
20260429_021429_116,astar,open_world,5,0.684,3.5463,4.4165,0.94698
20260429_021429_116,astar,open_world,6,0.804,3.5586,4.4337,0.95539
20260429_021429_116,astar,open_world,7,0.921,3.5707,4.451,0.96191
20260429_021430_145,astar,open_world,0,0.005,3.5811,4.466,0.9661
20260429_021430_145,astar,open_world,1,0.111,3.5933,4.4836,0.97108
20260429_021430_145,astar,open_world,2,0.225,3.6044,4.5001,0.98365
20260429_021430_145,astar,open_world,3,0.332,3.613,4.5132,0.99476
20260429_021430_145,astar,open_world,4,0.453,3.6229,4.5285,1.00696
20260429_021430_145,astar,open_world,5,0.587,3.633,4.5447,1.01341
20260429_021430_145,astar,open_world,6,0.713,3.6419,4.5591,1.02338
20260429_021430_145,astar,open_world,7,0.824,3.6525,4.5766,1.03461
20260429_021430_145,astar,open_world,8,0.954,3.6632,4.5947,1.04167
20260429_021431_182,astar,open_world,0,0.046,3.6724,4.6105,1.04732
20260429_021431_182,astar,open_world,1,0.157,3.6831,4.6293,1.05456
20260429_021431_182,astar,open_world,2,0.258,3.6933,4.6473,1.06214
20260429_021431_182,astar,open_world,3,0.381,3.702,4.663,1.06884
20260429_021431_182,astar,open_world,4,0.493,3.7116,4.6808,1.07852
20260429_021431_182,astar,open_world,5,0.606,3.7209,4.6982,1.08515
20260429_021431_182,astar,open_world,6,0.721,3.7288,4.7133,1.09113
20260429_021431_182,astar,open_world,7,0.826,3.738,4.7312,1.09849
20260429_021431_182,astar,open_world,8,0.939,3.7474,4.7497,1.10521
20260429_021432_213,astar,open_world,0,0.019,3.7555,4.7658,1.1109
20260429_021432_213,astar,open_world,1,0.136,3.7646,4.7843,1.118
20260429_021432_213,astar,open_world,2,0.251,3.7726,4.8009,1.12539
20260429_021432_213,astar,open_world,3,0.367,3.779,4.8145,1.13162
20260429_021432_213,astar,open_world,4,0.477,3.7864,4.8304,1.13878
20260429_021432_213,astar,open_world,5,0.63,3.7968,4.8532,1.14876
20260429_021432_213,astar,open_world,6,0.738,3.8039,4.8692,1.15543
20260429_021432_213,astar,open_world,7,0.846,3.81,4.883,1.16106
20260429_021432_213,astar,open_world,8,0.95,3.8169,4.899,1.16746
20260429_021433_242,astar,open_world,0,0.04,3.8238,4.9153,1.17636
20260429_021433_242,astar,open_world,1,0.173,3.8295,4.9292,1.191
20260429_021433_242,astar,open_world,2,0.297,3.8363,4.9465,1.20163
20260429_021433_242,astar,open_world,3,0.42,3.8436,4.9656,1.20757
20260429_021433_242,astar,open_world,4,0.557,3.85,4.9825,1.21233
20260429_021433_242,astar,open_world,5,0.703,3.8573,5.0022,1.2177
20260429_021433_242,astar,open_world,6,0.819,3.8645,5.0219,1.22304
20260429_021433_242,astar,open_world,7,0.95,3.8717,5.0417,1.22811
20260429_021434_259,astar,open_world,0,0.002,3.8747,5.0502,1.23025
20260429_021434_259,astar,open_world,1,0.145,3.8846,5.0784,1.23658
20260429_021434_259,astar,open_world,2,0.267,3.89,5.094,1.23765
20260429_021434_259,astar,open_world,3,0.399,3.8958,5.1107,1.23273
20260429_021434_259,astar,open_world,4,0.529,3.9017,5.1272,1.21887
20260429_021434_259,astar,open_world,5,0.675,3.9069,5.1412,1.20945
20260429_021434_259,astar,open_world,6,0.793,3.9132,5.1576,1.19872
20260429_021434_259,astar,open_world,7,0.899,3.9196,5.1739,1.18959
20260429_021435_292,astar,open_world,0,0.031,3.9252,5.1878,1.18205
20260429_021435_292,astar,open_world,1,0.157,3.932,5.2041,1.17199
20260429_021435_292,astar,open_world,2,0.267,3.9391,5.2208,1.16066
20260429_021435_292,astar,open_world,3,0.404,3.9454,5.2351,1.152
20260429_021435_292,astar,open_world,4,0.525,3.9531,5.2522,1.14245
20260429_021435_292,astar,open_world,5,0.682,3.961,5.2694,1.13151
20260429_021435_292,astar,open_world,6,0.808,3.9681,5.2842,1.12263
20260429_021435_292,astar,open_world,7,0.927,3.9729,5.2942,1.11812
20260429_021436_324,astar,open_world,0,0.013,3.9803,5.3093,1.11164
20260429_021436_324,astar,open_world,1,0.121,3.9892,5.3273,1.10418
20260429_021436_324,astar,open_world,2,0.249,3.9984,5.3454,1.09661
20260429_021436_324,astar,open_world,3,0.391,4.0066,5.3612,1.08984
20260429_021436_324,astar,open_world,4,0.581,4.0164,5.3798,1.08138
20260429_021436_324,astar,open_world,5,0.726,4.0266,5.3986,1.06729
20260429_021436_324,astar,open_world,6,0.839,4.0356,5.4148,1.05539
20260429_021436_324,astar,open_world,7,0.95,4.046,5.433,1.04666
20260429_021437_344,astar,open_world,0,0.005,4.0505,5.4408,1.04327
20260429_021437_344,astar,open_world,1,0.146,4.0611,5.4589,1.03655
20260429_021437_344,astar,open_world,2,0.254,4.0719,5.477,1.03181
20260429_021437_344,astar,open_world,3,0.388,4.0812,5.4924,1.02436
20260429_021437_344,astar,open_world,4,0.497,4.0874,5.5027,1.01851
20260429_021437_344,astar,open_world,5,0.623,4.0969,5.5179,1.01286
20260429_021437_344,astar,open_world,6,0.738,4.1081,5.5358,1.00838
20260429_021437_344,astar,open_world,7,0.866,4.1194,5.5536,1.00367
20260429_021437_344,astar,open_world,8,1.005,4.1291,5.5688,0.99956
20260429_021438_373,astar,open_world,0,0.048,4.1356,5.5789,0.99667
20260429_021438_373,astar,open_world,1,0.148,4.1405,5.5864,0.99468
20260429_021438_373,astar,open_world,2,0.293,4.152,5.604,0.99087
20260429_021438_373,astar,open_world,3,0.432,4.1619,5.6191,0.98772
20260429_021438_373,astar,open_world,4,0.587,4.1735,5.6366,0.98568
20260429_021438_373,astar,open_world,5,0.704,4.1851,5.6541,0.98
20260429_021438_373,astar,open_world,6,0.833,4.1952,5.6691,0.97762
20260429_021438_373,astar,open_world,7,0.937,4.207,5.6866,0.97318
20260429_021439_402,astar,open_world,0,0.047,4.2189,5.7039,0.96823
20260429_021439_402,astar,open_world,1,0.181,4.2291,5.7187,0.96411
20260429_021439_402,astar,open_world,2,0.293,4.2411,5.736,0.95934
20260429_021439_402,astar,open_world,3,0.417,4.2533,5.7534,0.95602
20260429_021439_402,astar,open_world,4,0.539,4.2637,5.768,0.95213
20260429_021439_402,astar,open_world,5,0.667,4.276,5.7852,0.94651
20260429_021439_402,astar,open_world,6,0.786,4.2883,5.8022,0.94028
20260429_021439_402,astar,open_world,7,0.902,4.299,5.8168,0.93573
20260429_021440_427,astar,open_world,0,0.004,4.3115,5.8337,0.93068
20260429_021440_427,astar,open_world,1,0.118,4.3241,5.8505,0.92553
20260429_021440_427,astar,open_world,2,0.229,4.335,5.8649,0.92252
20260429_021440_427,astar,open_world,3,0.342,4.3478,5.8818,0.92425
20260429_021440_427,astar,open_world,4,0.456,4.3604,5.8985,0.92737
20260429_021440_427,astar,open_world,5,0.579,4.3711,5.9129,0.9301
20260429_021440_427,astar,open_world,6,0.69,4.3837,5.9298,0.93252
20260429_021440_427,astar,open_world,7,0.821,4.3962,5.9467,0.93433
20260429_021440_427,astar,open_world,8,0.93,4.407,5.9614,0.93743
20260429_021441_462,astar,open_world,0,0.038,4.4194,5.9783,0.94055
20260429_021441_462,astar,open_world,1,0.148,4.4318,5.9953,0.94219
20260429_021441_462,astar,open_world,2,0.303,4.4424,6.0098,0.93973
20260429_021441_462,astar,open_world,3,0.453,4.4548,6.0268,0.93517
20260429_021441_462,astar,open_world,4,0.57,4.4673,6.0436,0.93079
20260429_021441_462,astar,open_world,5,0.713,4.4781,6.0581,0.9272
20260429_021441_462,astar,open_world,6,0.856,4.4907,6.0749,0.92328
20260429_021441_462,astar,open_world,7,0.98,4.5034,6.0916,0.91953
20260429_021442_483,astar,open_world,0,0.024,4.5089,6.0988,0.91798
20260429_021442_483,astar,open_world,1,0.167,4.5215,6.1153,0.91636
20260429_021442_483,astar,open_world,2,0.3,4.5313,6.1281,0.91933
20260429_021442_483,astar,open_world,3,0.426,4.542,6.1421,0.92767
20260429_021442_483,astar,open_world,4,0.554,4.5524,6.1562,0.94057
20260429_021442_483,astar,open_world,5,0.674,4.5612,6.1684,0.95246
20260429_021442_483,astar,open_world,6,0.787,4.5713,6.1827,0.96635
20260429_021442_483,astar,open_world,7,0.905,4.5811,6.1972,0.97969
20260429_021443_514,astar,open_world,0,0.005,4.5894,6.2097,0.99062
20260429_021443_514,astar,open_world,1,0.16,4.6031,6.2308,1.00618
20260429_021443_514,astar,open_world,2,0.283,4.6124,6.2456,1.01582
20260429_021443_514,astar,open_world,3,0.424,4.6217,6.2607,1.02525
20260429_021443_514,astar,open_world,4,0.542,4.6294,6.2736,1.03435
20260429_021443_514,astar,open_world,5,0.679,4.6383,6.2886,1.04477
20260429_021443_514,astar,open_world,6,0.807,4.647,6.3038,1.05502
20260429_021443_514,astar,open_world,7,0.92,4.6544,6.3169,1.06375
20260429_021444_544,astar,open_world,0,0.044,4.6664,6.3389,1.07825
20260429_021444_544,astar,open_world,1,0.175,4.6746,6.3543,1.08777
20260429_021444_544,astar,open_world,2,0.294,4.6828,6.3701,1.09642
20260429_021444_544,astar,open_world,3,0.416,4.6896,6.3834,1.10382
20260429_021444_544,astar,open_world,4,0.537,4.6974,6.3991,1.11254
20260429_021444_544,astar,open_world,5,0.693,4.7051,6.4148,1.12161
20260429_021444_544,astar,open_world,6,0.813,4.7115,6.4284,1.12944
20260429_021444_544,astar,open_world,7,0.932,4.719,6.4442,1.13899
20260429_021445_565,astar,open_world,0,0.008,4.7221,6.451,1.1462
20260429_021445_565,astar,open_world,1,0.179,4.7321,6.474,1.17364
20260429_021445_565,astar,open_world,2,0.304,4.7388,6.4902,1.18211
20260429_021445_565,astar,open_world,3,0.42,4.7454,6.5065,1.1885
20260429_021445_565,astar,open_world,4,0.536,4.751,6.5204,1.1935
20260429_021445_565,astar,open_world,5,0.65,4.7574,6.5367,1.19915
20260429_021445_565,astar,open_world,6,0.779,4.7638,6.5533,1.2045
20260429_021445_565,astar,open_world,7,0.914,4.7692,6.5674,1.20939
20260429_021446_582,astar,open_world,0,0.027,4.7753,6.5838,1.21623
20260429_021446_582,astar,open_world,1,0.132,4.7814,6.6002,1.22244
20260429_021446_582,astar,open_world,2,0.257,4.7865,6.6144,1.22767
20260429_021446_582,astar,open_world,3,0.38,4.7924,6.631,1.23412
20260429_021446_582,astar,open_world,4,0.487,4.7981,6.6475,1.24157
20260429_021446_582,astar,open_world,5,0.637,4.8029,6.6617,1.25183
20260429_021446_582,astar,open_world,6,0.762,4.8083,6.6784,1.25648
20260429_021446_582,astar,open_world,7,0.879,4.8137,6.695,1.26152
20260429_021446_582,astar,open_world,8,0.985,4.8183,6.7094,1.2653
20260429_021447_614,astar,open_world,0,0.021,4.8213,6.7189,1.26775
20260429_021447_614,astar,open_world,1,0.145,4.8258,6.7335,1.27101
20260429_021447_614,astar,open_world,2,0.257,4.8313,6.7513,1.27512
20260429_021447_614,astar,open_world,3,0.365,4.8368,6.7696,1.27984
20260429_021447_614,astar,open_world,4,0.53,4.8415,6.7854,1.2838
20260429_021447_614,astar,open_world,5,0.658,4.847,6.8039,1.28824
20260429_021447_614,astar,open_world,6,0.773,4.8523,6.8224,1.29248
20260429_021447_614,astar,open_world,7,0.885,4.8567,6.838,1.29603
20260429_021448_647,astar,open_world,0,0.011,4.864,6.8643,1.30196
20260429_021448_647,astar,open_world,1,0.122,4.8689,6.8821,1.30599
20260429_021448_647,astar,open_world,2,0.226,4.8739,6.9006,1.30968
20260429_021448_647,astar,open_world,3,0.381,4.8785,6.9177,1.31284
20260429_021448_647,astar,open_world,4,0.493,4.8838,6.9381,1.31652
20260429_021448_647,astar,open_world,5,0.63,4.8891,6.9584,1.32015
20260429_021448_647,astar,open_world,6,0.74,4.8935,6.9759,1.32315
20260429_021448_647,astar,open_world,7,0.865,4.8986,6.9963,1.32648
20260429_021448_647,astar,open_world,8,0.985,4.9036,7.0165,1.32991
20260429_021449_656,astar,open_world,0,0.038,4.9058,7.0252,1.33329
20260429_021449_656,astar,open_world,1,0.166,4.9106,7.0453,1.33808
20260429_021449_656,astar,open_world,2,0.299,4.9147,7.0628,1.34107
20260429_021449_656,astar,open_world,3,0.42,4.9195,7.0832,1.34414
20260429_021449_656,astar,open_world,4,0.56,4.9242,7.1038,1.34685
20260429_021449_656,astar,open_world,5,0.703,4.9282,7.1214,1.34916
20260429_021449_656,astar,open_world,6,0.817,4.9328,7.142,1.35177
20260429_021449_656,astar,open_world,7,0.939,4.9373,7.1625,1.35411
20260429_021450_683,astar,open_world,0,0.029,4.9412,7.1801,1.35659
20260429_021450_683,astar,open_world,1,0.133,4.9457,7.2008,1.35956
20260429_021450_683,astar,open_world,2,0.24,4.95,7.2214,1.36237
20260429_021450_683,astar,open_world,3,0.362,4.9538,7.239,1.36322
20260429_021450_683,astar,open_world,4,0.481,4.958,7.2597,1.37192
20260429_021450_683,astar,open_world,5,0.609,4.9621,7.2804,1.38108
20260429_021450_683,astar,open_world,6,0.751,4.9654,7.298,1.38833
20260429_021450_683,astar,open_world,7,0.909,4.9692,7.3188,1.39584
20260429_021451_713,astar,open_world,0,0.002,4.9728,7.3396,1.40422
20260429_021451_713,astar,open_world,1,0.143,4.9757,7.3573,1.41153
20260429_021451_713,astar,open_world,2,0.261,4.979,7.378,1.41553
20260429_021451_713,astar,open_world,3,0.375,4.9822,7.3989,1.42388
20260429_021451_713,astar,open_world,4,0.522,4.9848,7.4167,1.42754
20260429_021451_713,astar,open_world,5,0.646,4.9878,7.4375,1.42997
20260429_021451_713,astar,open_world,6,0.764,4.9907,7.4584,1.4315
20260429_021451_713,astar,open_world,7,0.889,4.9932,7.4762,1.43256
20260429_021452_742,astar,open_world,0,0.062,4.9974,7.5059,1.43266
20260429_021452_742,astar,open_world,1,0.191,5.0002,7.5267,1.43908
20260429_021452_742,astar,open_world,2,0.31,5.0029,7.5476,1.44961
20260429_021452_742,astar,open_world,3,0.46,5.005,7.5656,1.45886
20260429_021452_742,astar,open_world,4,0.563,5.0063,7.5776,1.46278
20260429_021452_742,astar,open_world,5,0.721,5.0082,7.5956,1.46927
20260429_021452_742,astar,open_world,6,0.856,5.0103,7.6165,1.47641
20260429_021452_742,astar,open_world,7,0.996,5.0123,7.6374,1.47786
20260429_021453_765,astar,open_world,0,0.033,5.0131,7.6463,1.47821
20260429_021453_765,astar,open_world,1,0.16,5.015,7.6673,1.47692
20260429_021453_765,astar,open_world,2,0.303,5.0168,7.6853,1.47364
20260429_021453_765,astar,open_world,3,0.446,5.0188,7.7062,1.47593
20260429_021453_765,astar,open_world,4,0.579,5.0208,7.7272,1.47818
20260429_021453_765,astar,open_world,5,0.731,5.0224,7.7451,1.48189
20260429_021453_765,astar,open_world,6,0.872,5.0242,7.766,1.48674
20260429_021454_792,astar,open_world,0,0.023,5.0259,7.787,1.49239
20260429_021454_792,astar,open_world,1,0.163,5.0273,7.8049,1.49682
20260429_021454_792,astar,open_world,2,0.27,5.0288,7.8259,1.50179
20260429_021454_792,astar,open_world,3,0.394,5.0302,7.8468,1.50642
20260429_021454_792,astar,open_world,4,0.512,5.0314,7.8648,1.51148
20260429_021454_792,astar,open_world,5,0.629,5.0325,7.8857,1.51798
20260429_021454_792,astar,open_world,6,0.753,5.0336,7.9067,1.52258
20260429_021454_792,astar,open_world,7,0.889,5.0349,7.9367,1.5305
20260429_021454_792,astar,open_world,8,1.02,5.0356,7.9547,1.5338
20260429_021455_822,astar,open_world,0,0.05,5.0361,7.9667,1.53575
20260429_021455_822,astar,open_world,1,0.174,5.0367,7.9847,1.53846
20260429_021455_822,astar,open_world,2,0.304,5.0374,8.0057,1.53943
20260429_021455_822,astar,open_world,3,0.434,5.038,8.0269,1.53815
20260429_021455_822,astar,open_world,4,0.564,5.0386,8.045,1.53866
20260429_021455_822,astar,open_world,5,0.679,5.0393,8.0662,1.54096
20260429_021455_822,astar,open_world,6,0.792,5.0399,8.0872,1.54574
20260429_021455_822,astar,open_world,7,0.912,5.0403,8.1052,1.54867
20260429_021456_853,astar,open_world,0,0.002,5.0407,8.1262,1.55058
20260429_021456_853,astar,open_world,1,0.143,5.0411,8.1472,1.5526
20260429_021456_853,astar,open_world,2,0.251,5.0414,8.1652,1.5541
20260429_021456_853,astar,open_world,3,0.383,5.0418,8.1862,1.5527
20260429_021456_853,astar,open_world,4,0.509,5.0422,8.2072,1.55347
20260429_021456_853,astar,open_world,5,0.642,5.0425,8.2252,1.55488
20260429_021456_853,astar,open_world,6,0.75,5.0428,8.2462,1.55637
20260429_021456_853,astar,open_world,7,0.879,5.0431,8.2673,1.55829
20260429_021456_853,astar,open_world,8,1.01,5.0433,8.2853,1.56117
20260429_021457_872,astar,open_world,0,0.044,5.0434,8.2973,1.5635
20260429_021457_872,astar,open_world,1,0.165,5.0435,8.3153,1.56548
20260429_021457_872,astar,open_world,2,0.315,5.0436,8.3363,1.56822
20260429_021457_872,astar,open_world,3,0.459,5.0436,8.3573,1.57095
20260429_021457_872,astar,open_world,4,0.595,5.0436,8.3753,1.5731
20260429_021457_872,astar,open_world,5,0.712,5.0436,8.3963,1.57353
20260429_021457_872,astar,open_world,6,0.836,5.0435,8.4174,1.57187
20260429_021457_872,astar,open_world,7,0.954,5.0435,8.4355,1.56897
20260429_021458_902,astar,open_world,0,0.053,5.0435,8.4565,1.5699
20260429_021458_902,astar,open_world,1,0.187,5.0435,8.4775,1.57236
20260429_021458_902,astar,open_world,2,0.315,5.0435,8.4955,1.5743
20260429_021458_902,astar,open_world,3,0.446,5.0434,8.5165,1.57702
20260429_021458_902,astar,open_world,4,0.572,5.0432,8.5375,1.58212
20260429_021458_902,astar,open_world,5,0.703,5.043,8.5555,1.58373
20260429_021458_902,astar,open_world,6,0.826,5.0427,8.5761,1.58488
20260429_021458_902,astar,open_world,7,0.95,5.0425,8.5963,1.58366
20260429_021459_934,astar,open_world,0,0.049,5.0422,8.6132,1.5831
20260429_021459_934,astar,open_world,1,0.181,5.042,8.6325,1.5836
20260429_021459_934,astar,open_world,2,0.311,5.0417,8.6516,1.58512
20260429_021459_934,astar,open_world,3,0.447,5.0415,8.6677,1.58648
20260429_021459_934,astar,open_world,4,0.587,5.0412,8.686,1.59074
20260429_021459_934,astar,open_world,5,0.726,5.0408,8.7039,1.59039
20260429_021459_934,astar,open_world,6,0.869,5.0405,8.719,1.59042
20260429_021500_942,astar,open_world,0,0.058,5.0401,8.7434,1.59152
20260429_021500_942,astar,open_world,1,0.195,5.0397,8.7602,1.593
20260429_021500_942,astar,open_world,2,0.322,5.0393,8.7763,1.59467
20260429_021500_942,astar,open_world,3,0.462,5.039,8.7909,1.59423
20260429_021500_942,astar,open_world,4,0.569,5.0386,8.8068,1.59413
20260429_021500_942,astar,open_world,5,0.68,5.0382,8.8224,1.59514
20260429_021500_942,astar,open_world,6,0.804,5.0379,8.8356,1.59619
20260429_021500_942,astar,open_world,7,0.926,5.0375,8.8506,1.59743
20260429_021501_953,astar,open_world,0,0.038,5.0371,8.8653,1.59745
20260429_021501_953,astar,open_world,1,0.175,5.0368,8.8776,1.59826
20260429_021501_953,astar,open_world,2,0.295,5.0364,8.8918,1.59919
20260429_021501_953,astar,open_world,3,0.479,5.0358,8.9121,1.5994
20260429_021501_953,astar,open_world,4,0.622,5.0354,8.9256,1.59897
20260429_021501_953,astar,open_world,5,0.74,5.0351,8.9369,1.60023
20260429_021501_953,astar,open_world,6,0.869,5.0347,8.9499,1.60087
20260429_021501_953,astar,open_world,7,1.003,5.0343,8.9626,1.6016
20260429_021502_972,astar,open_world,0,0.059,5.0342,8.968,1.60206
20260429_021502_972,astar,open_world,1,0.171,5.0338,8.9803,1.60314
20260429_021502_972,astar,open_world,2,0.3,5.0334,8.9907,1.60389
20260429_021502_972,astar,open_world,3,0.436,5.033,9.0027,1.60412
20260429_021502_972,astar,open_world,4,0.564,5.0327,9.0143,1.60359
20260429_021502_972,astar,open_world,5,0.702,5.0323,9.024,1.60213
20260429_021502_972,astar,open_world,6,0.834,5.032,9.0351,1.60189
20260429_021502_972,astar,open_world,7,0.966,5.0317,9.046,1.60192
20260429_021504_004,astar,open_world,0,0.007,5.0315,9.0507,1.60193
20260429_021504_004,astar,open_world,1,0.134,5.0312,9.0614,1.60196
20260429_021504_004,astar,open_world,2,0.257,5.0307,9.0771,1.60199
20260429_021504_004,astar,open_world,3,0.372,5.0301,9.0969,1.60129
20260429_021504_004,astar,open_world,4,0.473,5.0296,9.1122,1.60128
